sourceChromosome,sourceStart,sourceEnd,targetChromosome,targetStart,targetEnd,type,value
"1",1115601,1115602,"1",1116101,1116102,L,100
"1",1116101,1116102,"1",1116201,1116202,L,100
"1",1116101,1116102,"1",1116301,1116302,L,100
"1",1116101,1116102,"1",1116401,1116402,L,100
"1",1115601,1115602,"1",1116501,1116502,L,100
"1",1116501,1116502,"1",1116601,1116602,L,100
"1",1116501,1116502,"1",1116701,1116702,L,100
"1",1116501,1116502,"1",1116801,1116802,L,100
"1",1114201,1114202,"1",1116901,1116902,L,100
"1",1116901,1116902,"1",1117001,1117002,L,100
"1",1117001,1117002,"1",1117101,1117102,L,100
"1",1117001,1117002,"1",1117201,1117202,L,100
"1",1117001,1117002,"1",1117301,1117302,L,100
"1",1116901,1116902,"1",1117401,1117402,L,100
"1",1117401,1117402,"1",1117501,1117502,L,100
"1",1117401,1117402,"1",1117601,1117602,L,100
"1",1117401,1117402,"1",1117701,1117702,L,100
"1",1116901,1116902,"1",1117801,1117802,L,100
"1",1117801,1117802,"1",1117901,1117902,L,100
"1",1117801,1117802,"1",1118001,1118002,L,100
"1",1117801,1117802,"1",1118101,1118102,L,100
"1",1093901,1093902,"1",1118201,1118202,L,100
"1",1118201,1118202,"1",1118301,1118302,L,100
"1",1118301,1118302,"1",1118401,1118402,L,100
"1",1118401,1118402,"1",1118501,1118502,L,100
"1",1118501,1118502,"1",1118601,1118602,L,100
"1",1118501,1118502,"1",1118701,1118702,L,100
"1",1118501,1118502,"1",1118801,1118802,L,100
"1",1118401,1118402,"1",1118901,1118902,L,100
"1",1118901,1118902,"1",1119001,1119002,L,100
"1",1118901,1118902,"1",1119101,1119102,L,100
"1",1118901,1118902,"1",1119201,1119202,L,100
"1",1118401,1118402,"1",1119301,1119302,L,100
"1",1119301,1119302,"1",1119401,1119402,L,100
"1",1119301,1119302,"1",1119501,1119502,L,100
"1",1119301,1119302,"1",1119601,1119602,L,100
"1",1118301,1118302,"1",1119701,1119702,L,100
"1",1119701,1119702,"1",1119801,1119802,L,100
"1",1119801,1119802,"1",1119901,1119902,L,100
"1",1119801,1119802,"1",1120001,1120002,L,100
"1",1119801,1119802,"1",1120101,1120102,L,100
"1",1119701,1119702,"1",1120201,1120202,L,100
"1",1120201,1120202,"1",1120301,1120302,L,100
"1",1120201,1120202,"1",1120401,1120402,L,100
"1",1120201,1120202,"1",1120501,1120502,L,100
"1",1119701,1119702,"1",1120601,1120602,L,100
"1",1120601,1120602,"1",1120701,1120702,L,100
"1",1120601,1120602,"1",1120801,1120802,L,100
"1",1120601,1120602,"1",1120901,1120902,L,100
"1",1118301,1118302,"1",1121001,1121002,L,100
"1",1121001,1121002,"1",1121101,1121102,L,100
"1",1121101,1121102,"1",1121201,1121202,L,100
"1",1121101,1121102,"1",1121301,1121302,L,100
"1",1121101,1121102,"1",1121401,1121402,L,100
"1",1121001,1121002,"1",1121501,1121502,L,100
"1",1121501,1121502,"1",1121601,1121602,L,100
"1",1121501,1121502,"1",1121701,1121702,L,100
"1",1121501,1121502,"1",1121801,1121802,L,100
"1",1121001,1121002,"1",1121901,1121902,L,100
"1",1121901,1121902,"1",1122001,1122002,L,100
"1",1121901,1121902,"1",1122101,1122102,L,100
"1",1121901,1121902,"1",1122201,1122202,L,100
"1",1118201,1118202,"1",1122301,1122302,L,100
"1",1122301,1122302,"1",1122401,1122402,L,100
"1",1122401,1122402,"1",1122501,1122502,L,100
"1",1122501,1122502,"1",1122601,1122602,L,100
"1",1122501,1122502,"1",1122701,1122702,L,100
"1",1122501,1122502,"1",1122801,1122802,L,100
"1",1122401,1122402,"1",1122901,1122902,L,100
"1",1122901,1122902,"1",1123001,1123002,L,100
"1",1122901,1122902,"1",1123101,1123102,L,100
"1",1122901,1122902,"1",1123201,1123202,L,100
"1",1122401,1122402,"1",1123301,1123302,L,100
"1",1123301,1123302,"1",1123401,1123402,L,100
"1",1123301,1123302,"1",1123501,1123502,L,100
"1",1123301,1123302,"1",1123601,1123602,L,100
"1",1122301,1122302,"1",1123701,1123702,L,100
"1",1123701,1123702,"1",1123801,1123802,L,100
"1",1123801,1123802,"1",1123901,1123902,L,100
"1",1123801,1123802,"1",1124001,1124002,L,100
"1",1123801,1123802,"1",1124101,1124102,L,100
"1",1123701,1123702,"1",1124201,1124202,L,100
"1",1124201,1124202,"1",1124301,1124302,L,100
"1",1124201,1124202,"1",1124401,1124402,L,100
"1",1124201,1124202,"1",1124501,1124502,L,100
"1",1123701,1123702,"1",1124601,1124602,L,100
"1",1124601,1124602,"1",1124701,1124702,L,100
"1",1124601,1124602,"1",1124801,1124802,L,100
"1",1124601,1124602,"1",1124901,1124902,L,100
"1",1122301,1122302,"1",1125001,1125002,L,100
"1",1125001,1125002,"1",1125101,1125102,L,100
"1",1125101,1125102,"1",1125201,1125202,L,100
"1",1125101,1125102,"1",1125301,1125302,L,100
"1",1125101,1125102,"1",1125401,1125402,L,100
"1",1125001,1125002,"1",1125501,1125502,L,100
"1",1125501,1125502,"1",1125601,1125602,L,100
"1",1125501,1125502,"1",1125701,1125702,L,100
"1",1125501,1125502,"1",1125801,1125802,L,100
"1",1125001,1125002,"1",1125901,1125902,L,100
"1",1125901,1125902,"1",1126001,1126002,L,100
"1",1125901,1125902,"1",1126101,1126102,L,100
"1",1125901,1125902,"1",1126201,1126202,L,100
"1",1118201,1118202,"1",1126301,1126302,L,100
"1",1126301,1126302,"1",1126401,1126402,L,100
"1",1126401,1126402,"1",1126501,1126502,L,100
"1",1126501,1126502,"1",1126601,1126602,L,100
"1",1126501,1126502,"1",1126701,1126702,L,100
"1",1126501,1126502,"1",1126801,1126802,L,100
"1",1126401,1126402,"1",1126901,1126902,L,100
"1",1126901,1126902,"1",1127001,1127002,L,100
"1",1126901,1126902,"1",1127101,1127102,L,100
"1",1126901,1126902,"1",1127201,1127202,L,100
"1",1126401,1126402,"1",1127301,1127302,L,100
"1",1127301,1127302,"1",1127401,1127402,L,100
"1",1127301,1127302,"1",1127501,1127502,L,100
"1",1127301,1127302,"1",1127601,1127602,L,100
"1",1126301,1126302,"1",1127701,1127702,L,100
"1",1127701,1127702,"1",1127801,1127802,L,100
"1",1127801,1127802,"1",1127901,1127902,L,100
"1",1127801,1127802,"1",1128001,1128002,L,100
"1",1127801,1127802,"1",1128101,1128102,L,100
"1",1127701,1127702,"1",1128201,1128202,L,100
"1",1128201,1128202,"1",1128301,1128302,L,100
"1",1128201,1128202,"1",1128401,1128402,L,100
"1",1128201,1128202,"1",1128501,1128502,L,100
"1",1127701,1127702,"1",1128601,1128602,L,100
"1",1128601,1128602,"1",1128701,1128702,L,100
"1",1128601,1128602,"1",1128801,1128802,L,100
"1",1128601,1128602,"1",1128901,1128902,L,100
"1",1126301,1126302,"1",1129001,1129002,L,100
"1",1129001,1129002,"1",1129101,1129102,L,100
"1",1129101,1129102,"1",1129201,1129202,L,100
"1",1129101,1129102,"1",1129301,1129302,L,100
"1",1129101,1129102,"1",1129401,1129402,L,100
"1",1129001,1129002,"1",1129501,1129502,L,100
"1",1129501,1129502,"1",1129601,1129602,L,100
"1",1129501,1129502,"1",1129701,1129702,L,100
"1",1129501,1129502,"1",1129801,1129802,L,100
"1",1129001,1129002,"1",1129901,1129902,L,100
"1",1129901,1129902,"1",1130001,1130002,L,100
"1",1129901,1129902,"1",1130101,1130102,L,100
"1",1129901,1129902,"1",1130201,1130202,L,100
"1",1093801,1093802,"1",1130301,1130302,L,100
"1",1130301,1130302,"1",1130401,1130402,L,100
"1",1130401,1130402,"1",1130501,1130502,L,100
"1",1130501,1130502,"1",1130601,1130602,L,100
"1",1130601,1130602,"1",1130701,1130702,L,100
"1",1130701,1130702,"1",1130801,1130802,L,100
"1",1130701,1130702,"1",1130901,1130902,L,100
"1",1130701,1130702,"1",1131001,1131002,L,100
"1",1130601,1130602,"1",1131101,1131102,L,100
"1",1131101,1131102,"1",1131201,1131202,L,100
"1",1131101,1131102,"1",1131301,1131302,L,100
"1",1131101,1131102,"1",1131401,1131402,L,100
"1",1130601,1130602,"1",1131501,1131502,L,100
"1",1131501,1131502,"1",1131601,1131602,L,100
"1",1131501,1131502,"1",1131701,1131702,L,100
"1",1131501,1131502,"1",1131801,1131802,L,100
"1",1130501,1130502,"1",1131901,1131902,L,100
"1",1131901,1131902,"1",1132001,1132002,L,100
"1",1132001,1132002,"1",1132101,1132102,L,100
"1",1132001,1132002,"1",1132201,1132202,L,100
"1",1132001,1132002,"1",1132301,1132302,L,100
"1",1131901,1131902,"1",1132401,1132402,L,100
"1",1132401,1132402,"1",1132501,1132502,L,100
"1",1132401,1132402,"1",1132601,1132602,L,100
"1",1132401,1132402,"1",1132701,1132702,L,100
"1",1131901,1131902,"1",1132801,1132802,L,100
"1",1132801,1132802,"1",1132901,1132902,L,100
"1",1132801,1132802,"1",1133001,1133002,L,100
"1",1132801,1132802,"1",1133101,1133102,L,100
"1",1130501,1130502,"1",1133201,1133202,L,100
"1",1133201,1133202,"1",1133301,1133302,L,100
"1",1133301,1133302,"1",1133401,1133402,L,100
"1",1133301,1133302,"1",1133501,1133502,L,100
"1",1133301,1133302,"1",1133601,1133602,L,100
"1",1133201,1133202,"1",1133701,1133702,L,100
"1",1133701,1133702,"1",1133801,1133802,L,100
"1",1133701,1133702,"1",1133901,1133902,L,100
"1",1133701,1133702,"1",1134001,1134002,L,100
"1",1133201,1133202,"1",1134101,1134102,L,100
"1",1134101,1134102,"1",1134201,1134202,L,100
"1",1134101,1134102,"1",1134301,1134302,L,100
"1",1134101,1134102,"1",1134401,1134402,L,100
"1",1130401,1130402,"1",1134501,1134502,L,100
"1",1134501,1134502,"1",1134601,1134602,L,100
"1",1134601,1134602,"1",1134701,1134702,L,100
"1",1134701,1134702,"1",1134801,1134802,L,100
"1",1134701,1134702,"1",1134901,1134902,L,100
"1",1134701,1134702,"1",1135001,1135002,L,100
"1",1134601,1134602,"1",1135101,1135102,L,100
"1",1135101,1135102,"1",1135201,1135202,L,100
"1",1135101,1135102,"1",1135301,1135302,L,100
"1",1135101,1135102,"1",1135401,1135402,L,100
"1",1134601,1134602,"1",1135501,1135502,L,100
"1",1135501,1135502,"1",1135601,1135602,L,100
"1",1135501,1135502,"1",1135701,1135702,L,100
"1",1135501,1135502,"1",1135801,1135802,L,100
"1",1134501,1134502,"1",1135901,1135902,L,100
"1",1135901,1135902,"1",1136001,1136002,L,100
"1",1136001,1136002,"1",1136101,1136102,L,100
"1",1136001,1136002,"1",1136201,1136202,L,100
"1",1136001,1136002,"1",1136301,1136302,L,100
"1",1135901,1135902,"1",1136401,1136402,L,100
"1",1136401,1136402,"1",1136501,1136502,L,100
"1",1136401,1136402,"1",1136601,1136602,L,100
"1",1136401,1136402,"1",1136701,1136702,L,100
"1",1135901,1135902,"1",1136801,1136802,L,100
"1",1136801,1136802,"1",1136901,1136902,L,100
"1",1136801,1136802,"1",1137001,1137002,L,100
"1",1136801,1136802,"1",1137101,1137102,L,100
"1",1134501,1134502,"1",1137201,1137202,L,100
"1",1137201,1137202,"1",1137301,1137302,L,100
"1",1137301,1137302,"1",1137401,1137402,L,100
"1",1137301,1137302,"1",1137501,1137502,L,100
"1",1137301,1137302,"1",1137601,1137602,L,100
"1",1137201,1137202,"1",1137701,1137702,L,100
"1",1137701,1137702,"1",1137801,1137802,L,100
"1",1137701,1137702,"1",1137901,1137902,L,100
"1",1137701,1137702,"1",1138001,1138002,L,100
"1",1137201,1137202,"1",1138101,1138102,L,100
"1",1138101,1138102,"1",1138201,1138202,L,100
"1",1138101,1138102,"1",1138301,1138302,L,100
"1",1138101,1138102,"1",1138401,1138402,L,100
"1",1130401,1130402,"1",1138501,1138502,L,100
"1",1138501,1138502,"1",1138601,1138602,L,100
"1",1138601,1138602,"1",1138701,1138702,L,100
"1",1138701,1138702,"1",1138801,1138802,L,100
"1",1138701,1138702,"1",1138901,1138902,L,100
"1",1138701,1138702,"1",1139001,1139002,L,100
"1",1138601,1138602,"1",1139101,1139102,L,100
"1",1139101,1139102,"1",1139201,1139202,L,100
"1",1139101,1139102,"1",1139301,1139302,L,100
"1",1139101,1139102,"1",1139401,1139402,L,100
"1",1138601,1138602,"1",1139501,1139502,L,100
"1",1139501,1139502,"1",1139601,1139602,L,100
"1",1139501,1139502,"1",1139701,1139702,L,100
"1",1139501,1139502,"1",1139801,1139802,L,100
"1",1138501,1138502,"1",1139901,1139902,L,100
"1",1139901,1139902,"1",1140001,1140002,L,100
"1",1140001,1140002,"1",1140101,1140102,L,100
"1",1140001,1140002,"1",1140201,1140202,L,100
"1",1140001,1140002,"1",1140301,1140302,L,100
"1",1139901,1139902,"1",1140401,1140402,L,100
"1",1140401,1140402,"1",1140501,1140502,L,100
"1",1140401,1140402,"1",1140601,1140602,L,100
"1",1140401,1140402,"1",1140701,1140702,L,100
"1",1139901,1139902,"1",1140801,1140802,L,100
"1",1140801,1140802,"1",1140901,1140902,L,100
"1",1140801,1140802,"1",1141001,1141002,L,100
"1",1140801,1140802,"1",1141101,1141102,L,100
"1",1138501,1138502,"1",1141201,1141202,L,100
"1",1141201,1141202,"1",1141301,1141302,L,100
"1",1141301,1141302,"1",1141401,1141402,L,100
"1",1141301,1141302,"1",1141501,1141502,L,100
"1",1141301,1141302,"1",1141601,1141602,L,100
"1",1141201,1141202,"1",1141701,1141702,L,100
"1",1141701,1141702,"1",1141801,1141802,L,100
"1",1141701,1141702,"1",1141901,1141902,L,100
"1",1141701,1141702,"1",1142001,1142002,L,100
"1",1141201,1141202,"1",1142101,1142102,L,100
"1",1142101,1142102,"1",1142201,1142202,L,100
"1",1142101,1142102,"1",1142301,1142302,L,100
"1",1142101,1142102,"1",1142401,1142402,L,100
"1",1130301,1130302,"1",1142501,1142502,L,100
"1",1142501,1142502,"1",1142601,1142602,L,100
"1",1142601,1142602,"1",1142701,1142702,L,100
"1",1142701,1142702,"1",1142801,1142802,L,100
"1",1142801,1142802,"1",1142901,1142902,L,100
"1",1142801,1142802,"1",1143001,1143002,L,100
"1",1142801,1142802,"1",1143101,1143102,L,100
"1",1142701,1142702,"1",1143201,1143202,L,100
"1",1143201,1143202,"1",1143301,1143302,L,100
"1",1143201,1143202,"1",1143401,1143402,L,100
"1",1143201,1143202,"1",1143501,1143502,L,100
"1",1142701,1142702,"1",1143601,1143602,L,100
"1",1143601,1143602,"1",1143701,1143702,L,100
"1",1143601,1143602,"1",1143801,1143802,L,100
"1",1143601,1143602,"1",1143901,1143902,L,100
"1",1142601,1142602,"1",1144001,1144002,L,100
"1",1144001,1144002,"1",1144101,1144102,L,100
"1",1144101,1144102,"1",1144201,1144202,L,100
"1",1144101,1144102,"1",1144301,1144302,L,100
"1",1144101,1144102,"1",1144401,1144402,L,100
"1",1144001,1144002,"1",1144501,1144502,L,100
"1",1144501,1144502,"1",1144601,1144602,L,100
"1",1144501,1144502,"1",1144701,1144702,L,100
"1",1144501,1144502,"1",1144801,1144802,L,100
"1",1144001,1144002,"1",1144901,1144902,L,100
"1",1144901,1144902,"1",1145001,1145002,L,100
"1",1144901,1144902,"1",1145101,1145102,L,100
"1",1144901,1144902,"1",1145201,1145202,L,100
"1",1142601,1142602,"1",1145301,1145302,L,100
"1",1145301,1145302,"1",1145401,1145402,L,100
"1",1145401,1145402,"1",1145501,1145502,L,100
"1",1145401,1145402,"1",1145601,1145602,L,100
"1",1145401,1145402,"1",1145701,1145702,L,100
"1",1145301,1145302,"1",1145801,1145802,L,100
"1",1145801,1145802,"1",1145901,1145902,L,100
"1",1145801,1145802,"1",1146001,1146002,L,100
"1",1145801,1145802,"1",1146101,1146102,L,100
"1",1145301,1145302,"1",1146201,1146202,L,100
"1",1146201,1146202,"1",1146301,1146302,L,100
"1",1146201,1146202,"1",1146401,1146402,L,100
"1",1146201,1146202,"1",1146501,1146502,L,100
"1",1142501,1142502,"1",1146601,1146602,L,100
"1",1146601,1146602,"1",1146701,1146702,L,100
"1",1146701,1146702,"1",1146801,1146802,L,100
"1",1146801,1146802,"1",1146901,1146902,L,100
"1",1146801,1146802,"1",1147001,1147002,L,100
"1",1146801,1146802,"1",1147101,1147102,L,100
"1",1146701,1146702,"1",1147201,1147202,L,100
"1",1147201,1147202,"1",1147301,1147302,L,100
"1",1147201,1147202,"1",1147401,1147402,L,100
"1",1147201,1147202,"1",1147501,1147502,L,100
"1",1146701,1146702,"1",1147601,1147602,L,100
"1",1147601,1147602,"1",1147701,1147702,L,100
"1",1147601,1147602,"1",1147801,1147802,L,100
"1",1147601,1147602,"1",1147901,1147902,L,100
"1",1146601,1146602,"1",1148001,1148002,L,100
"1",1148001,1148002,"1",1148101,1148102,L,100
"1",1148101,1148102,"1",1148201,1148202,L,100
"1",1148101,1148102,"1",1148301,1148302,L,100
"1",1148101,1148102,"1",1148401,1148402,L,100
"1",1148001,1148002,"1",1148501,1148502,L,100
"1",1148501,1148502,"1",1148601,1148602,L,100
"1",1148501,1148502,"1",1148701,1148702,L,100
"1",1148501,1148502,"1",1148801,1148802,L,100
"1",1148001,1148002,"1",1148901,1148902,L,100
"1",1148901,1148902,"1",1149001,1149002,L,100
"1",1148901,1148902,"1",1149101,1149102,L,100
"1",1148901,1148902,"1",1149201,1149202,L,100
"1",1146601,1146602,"1",1149301,1149302,L,100
"1",1149301,1149302,"1",1149401,1149402,L,100
"1",1149401,1149402,"1",1149501,1149502,L,100
"1",1149401,1149402,"1",1149601,1149602,L,100
"1",1149401,1149402,"1",1149701,1149702,L,100
"1",1149301,1149302,"1",1149801,1149802,L,100
"1",1149801,1149802,"1",1149901,1149902,L,100
"1",1149801,1149802,"1",1150001,1150002,L,100
"1",1149801,1149802,"1",1150101,1150102,L,100
"1",1149301,1149302,"1",1150201,1150202,L,100
"1",1150201,1150202,"1",1150301,1150302,L,100
"1",1150201,1150202,"1",1150401,1150402,L,100
"1",1150201,1150202,"1",1150501,1150502,L,100
"1",1142501,1142502,"1",1150601,1150602,L,100
"1",1150601,1150602,"1",1150701,1150702,L,100
"1",1150701,1150702,"1",1150801,1150802,L,100
"1",1150801,1150802,"1",1150901,1150902,L,100
"1",1150801,1150802,"1",1151001,1151002,L,100
"1",1150801,1150802,"1",1151101,1151102,L,100
"1",1150701,1150702,"1",1151201,1151202,L,100
"1",1151201,1151202,"1",1151301,1151302,L,100
"1",1151201,1151202,"1",1151401,1151402,L,100
"1",1151201,1151202,"1",1151501,1151502,L,100
"1",1150701,1150702,"1",1151601,1151602,L,100
"1",1151601,1151602,"1",1151701,1151702,L,100
"1",1151601,1151602,"1",1151801,1151802,L,100
"1",1151601,1151602,"1",1151901,1151902,L,100
"1",1150601,1150602,"1",1152001,1152002,L,100
"1",1152001,1152002,"1",1152101,1152102,L,100
"1",1152101,1152102,"1",1152201,1152202,L,100
"1",1152101,1152102,"1",1152301,1152302,L,100
"1",1152101,1152102,"1",1152401,1152402,L,100
"1",1152001,1152002,"1",1152501,1152502,L,100
"1",1152501,1152502,"1",1152601,1152602,L,100
"1",1152501,1152502,"1",1152701,1152702,L,100
"1",1152501,1152502,"1",1152801,1152802,L,100
"1",1152001,1152002,"1",1152901,1152902,L,100
"1",1152901,1152902,"1",1153001,1153002,L,100
"1",1152901,1152902,"1",1153101,1153102,L,100
"1",1152901,1152902,"1",1153201,1153202,L,100
"1",1150601,1150602,"1",1153301,1153302,L,100
"1",1153301,1153302,"1",1153401,1153402,L,100
"1",1153401,1153402,"1",1153501,1153502,L,100
"1",1153401,1153402,"1",1153601,1153602,L,100
"1",1153401,1153402,"1",1153701,1153702,L,100
"1",1153301,1153302,"1",1153801,1153802,L,100
"1",1153801,1153802,"1",1153901,1153902,L,100
"1",1153801,1153802,"1",1154001,1154002,L,100
"1",1153801,1153802,"1",1154101,1154102,L,100
"1",1153301,1153302,"1",1154201,1154202,L,100
"1",1154201,1154202,"1",1154301,1154302,L,100
"1",1154201,1154202,"1",1154401,1154402,L,100
"1",1154201,1154202,"1",1154501,1154502,L,100
"1",1130301,1130302,"1",1154601,1154602,L,100
"1",1154601,1154602,"1",1154701,1154702,L,100
"1",1154701,1154702,"1",1154801,1154802,L,100
"1",1154801,1154802,"1",1154901,1154902,L,100
"1",1154901,1154902,"1",1155001,1155002,L,100
"1",1154901,1154902,"1",1155101,1155102,L,100
"1",1154901,1154902,"1",1155201,1155202,L,100
"1",1154801,1154802,"1",1155301,1155302,L,100
"1",1155301,1155302,"1",1155401,1155402,L,100
"1",1155301,1155302,"1",1155501,1155502,L,100
"1",1155301,1155302,"1",1155601,1155602,L,100
"1",1154801,1154802,"1",1155701,1155702,L,100
"1",1155701,1155702,"1",1155801,1155802,L,100
"1",1155701,1155702,"1",1155901,1155902,L,100
"1",1155701,1155702,"1",1156001,1156002,L,100
"1",1154701,1154702,"1",1156101,1156102,L,100
"1",1156101,1156102,"1",1156201,1156202,L,100
"1",1156201,1156202,"1",1156301,1156302,L,100
"1",1156201,1156202,"1",1156401,1156402,L,100
"1",1156201,1156202,"1",1156501,1156502,L,100
"1",1156101,1156102,"1",1156601,1156602,L,100
"1",1156601,1156602,"1",1156701,1156702,L,100
"1",1156601,1156602,"1",1156801,1156802,L,100
"1",1156601,1156602,"1",1156901,1156902,L,100
"1",1156101,1156102,"1",1157001,1157002,L,100
"1",1157001,1157002,"1",1157101,1157102,L,100
"1",1157001,1157002,"1",1157201,1157202,L,100
"1",1157001,1157002,"1",1157301,1157302,L,100
"1",1154701,1154702,"1",1157401,1157402,L,100
"1",1157401,1157402,"1",1157501,1157502,L,100
"1",1157501,1157502,"1",1157601,1157602,L,100
"1",1157501,1157502,"1",1157701,1157702,L,100
"1",1157501,1157502,"1",1157801,1157802,L,100
"1",1157401,1157402,"1",1157901,1157902,L,100
"1",1157901,1157902,"1",1158001,1158002,L,100
"1",1157901,1157902,"1",1158101,1158102,L,100
"1",1157901,1157902,"1",1158201,1158202,L,100
"1",1157401,1157402,"1",1158301,1158302,L,100
"1",1158301,1158302,"1",1158401,1158402,L,100
"1",1158301,1158302,"1",1158501,1158502,L,100
"1",1158301,1158302,"1",1158601,1158602,L,100
"1",1154601,1154602,"1",1158701,1158702,L,100
"1",1158701,1158702,"1",1158801,1158802,L,100
"1",1158801,1158802,"1",1158901,1158902,L,100
"1",1158901,1158902,"1",1159001,1159002,L,100
"1",1158901,1158902,"1",1159101,1159102,L,100
"1",1158901,1158902,"1",1159201,1159202,L,100
"1",1158801,1158802,"1",1159301,1159302,L,100
"1",1159301,1159302,"1",1159401,1159402,L,100
"1",1159301,1159302,"1",1159501,1159502,L,100
"1",1159301,1159302,"1",1159601,1159602,L,100
"1",1158801,1158802,"1",1159701,1159702,L,100
"1",1159701,1159702,"1",1159801,1159802,L,100
"1",1159701,1159702,"1",1159901,1159902,L,100
"1",1159701,1159702,"1",1160001,1160002,L,100
"1",1158701,1158702,"1",1160101,1160102,L,100
"1",1160101,1160102,"1",1160201,1160202,L,100
"1",1160201,1160202,"1",1160301,1160302,L,100
"1",1160201,1160202,"1",1160401,1160402,L,100
"1",1160201,1160202,"1",1160501,1160502,L,100
"1",1160101,1160102,"1",1160601,1160602,L,100
"1",1160601,1160602,"1",1160701,1160702,L,100
"1",1160601,1160602,"1",1160801,1160802,L,100
"1",1160601,1160602,"1",1160901,1160902,L,100
"1",1160101,1160102,"1",1161001,1161002,L,100
"1",1161001,1161002,"1",1161101,1161102,L,100
"1",1161001,1161002,"1",1161201,1161202,L,100
"1",1161001,1161002,"1",1161301,1161302,L,100
"1",1158701,1158702,"1",1161401,1161402,L,100
"1",1161401,1161402,"1",1161501,1161502,L,100
"1",1161501,1161502,"1",1161601,1161602,L,100
"1",1161501,1161502,"1",1161701,1161702,L,100
"1",1161501,1161502,"1",1161801,1161802,L,100
"1",1161401,1161402,"1",1161901,1161902,L,100
"1",1161901,1161902,"1",1162001,1162002,L,100
"1",1161901,1161902,"1",1162101,1162102,L,100
"1",1161901,1161902,"1",1162201,1162202,L,100
"1",1161401,1161402,"1",1162301,1162302,L,100
"1",1162301,1162302,"1",1162401,1162402,L,100
"1",1162301,1162302,"1",1162501,1162502,L,100
"1",1162301,1162302,"1",1162601,1162602,L,100
"1",1154601,1154602,"1",1162701,1162702,L,100
"1",1162701,1162702,"1",1162801,1162802,L,100
"1",1162801,1162802,"1",1162901,1162902,L,100
"1",1162901,1162902,"1",1163001,1163002,L,100
"1",1162901,1162902,"1",1163101,1163102,L,100
"1",1162901,1162902,"1",1163201,1163202,L,100
"1",1162801,1162802,"1",1163301,1163302,L,100
"1",1163301,1163302,"1",1163401,1163402,L,100
"1",1163301,1163302,"1",1163501,1163502,L,100
"1",1163301,1163302,"1",1163601,1163602,L,100
"1",1162801,1162802,"1",1163701,1163702,L,100
"1",1163701,1163702,"1",1163801,1163802,L,100
"1",1163701,1163702,"1",1163901,1163902,L,100
"1",1163701,1163702,"1",1164001,1164002,L,100
"1",1162701,1162702,"1",1164101,1164102,L,100
"1",1164101,1164102,"1",1164201,1164202,L,100
"1",1164201,1164202,"1",1164301,1164302,L,100
"1",1164201,1164202,"1",1164401,1164402,L,100
"1",1164201,1164202,"1",1164501,1164502,L,100
"1",1164101,1164102,"1",1164601,1164602,L,100
"1",1164601,1164602,"1",1164701,1164702,L,100
"1",1164601,1164602,"1",1164801,1164802,L,100
"1",1164601,1164602,"1",1164901,1164902,L,100
"1",1164101,1164102,"1",1165001,1165002,L,100
"1",1165001,1165002,"1",1165101,1165102,L,100
"1",1165001,1165002,"1",1165201,1165202,L,100
"1",1165001,1165002,"1",1165301,1165302,L,100
"1",1162701,1162702,"1",1165401,1165402,L,100
"1",1165401,1165402,"1",1165501,1165502,L,100
"1",1165501,1165502,"1",1165601,1165602,L,100
"1",1165501,1165502,"1",1165701,1165702,L,100
"1",1165501,1165502,"1",1165801,1165802,L,100
"1",1165401,1165402,"1",1165901,1165902,L,100
"1",1165901,1165902,"1",1166001,1166002,L,100
"1",1165901,1165902,"1",1166101,1166102,L,100
"1",1165901,1165902,"1",1166201,1166202,L,100
"1",1165401,1165402,"1",1166301,1166302,L,100
"1",1166301,1166302,"1",1166401,1166402,L,100
"1",1166301,1166302,"1",1166501,1166502,L,100
"1",1166301,1166302,"1",1166601,1166602,L,100
"1",1093801,1093802,"1",1166701,1166702,L,100
"1",1166701,1166702,"1",1166801,1166802,L,100
"1",1166801,1166802,"1",1166901,1166902,L,100
"1",1166901,1166902,"1",1167001,1167002,L,100
"1",1167001,1167002,"1",1167101,1167102,L,100
"1",1167101,1167102,"1",1167201,1167202,L,100
"1",1167101,1167102,"1",1167301,1167302,L,100
"1",1167101,1167102,"1",1167401,1167402,L,100
"1",1167001,1167002,"1",1167501,1167502,L,100
"1",1167501,1167502,"1",1167601,1167602,L,100
"1",1167501,1167502,"1",1167701,1167702,L,100
"1",1167501,1167502,"1",1167801,1167802,L,100
"1",1167001,1167002,"1",1167901,1167902,L,100
"1",1167901,1167902,"1",1168001,1168002,L,100
"1",1167901,1167902,"1",1168101,1168102,L,100
"1",1167901,1167902,"1",1168201,1168202,L,100
"1",1166901,1166902,"1",1168301,1168302,L,100
"1",1168301,1168302,"1",1168401,1168402,L,100
"1",1168401,1168402,"1",1168501,1168502,L,100
"1",1168401,1168402,"1",1168601,1168602,L,100
"1",1168401,1168402,"1",1168701,1168702,L,100
"1",1168301,1168302,"1",1168801,1168802,L,100
"1",1168801,1168802,"1",1168901,1168902,L,100
"1",1168801,1168802,"1",1169001,1169002,L,100
"1",1168801,1168802,"1",1169101,1169102,L,100
"1",1168301,1168302,"1",1169201,1169202,L,100
"1",1169201,1169202,"1",1169301,1169302,L,100
"1",1169201,1169202,"1",1169401,1169402,L,100
"1",1169201,1169202,"1",1169501,1169502,L,100
"1",1166901,1166902,"1",1169601,1169602,L,100
